KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
3207,"Kab. Ciamis, Jawa Barat",Jenjang Pendidikan SMA,3.6952
1212,"Kab. Deli Serdang, Sumatera Utara",Jenjang Pendidikan SMA,3.6786
1704,"Kab. Kaur, Bengkulu",Jenjang Pendidikan SMA,3.6496
5302,"Kab. Sumba Timur, Nusa Tenggara Timur",Jenjang Pendidikan SMA,3.6364
1812,"Kab. Tulang Bawang Barat, Lampung",Jenjang Pendidikan SMA,3.6364
7211,"Kab. Banggai Laut, Sulawesi Tengah",Jenjang Pendidikan SMA,3.6364
7171,"Kota Manado, Sulawesi Utara",Jenjang Pendidikan SMA,3.6145
3603,"Kab. Tangerang, Banten",Jenjang Pendidikan SMA,3.5664
1307,"Kab. Agam, Sumatera Barat",Jenjang Pendidikan SMA,3.5616
1571,"Kota Jambi, Jambi",Jenjang Pendidikan SMA,3.5211
3325,"Kab. Batang, Jawa Tengah",Jenjang Pendidikan SMA,3.5
9426,"Kab. Waropen, Papua",Jenjang Pendidikan SMA,3.4483
9401,"Kab. Merauke, Papua",Jenjang Pendidikan SMA,3.3816
7173,"Kota Tomohon, Sulawesi Utara",Jenjang Pendidikan SMA,3.3557
1503,"Kab. Sarolangun, Jambi",Jenjang Pendidikan SMA,3.3333
3523,"Kab. Tuban, Jawa Timur",Jenjang Pendidikan SMA,3.3333
6102,"Kab. Bengkayang, Kalimantan Barat",Jenjang Pendidikan SMA,3.3333
1674,"Kota Lubuk Linggau, Sumatera Selatan",Jenjang Pendidikan SMA,3.3223
6204,"Kab. Barito Selatan, Kalimantan Tengah",Jenjang Pendidikan SMA,3.3113
7315,"Kab. Pinrang, Sulawesi Selatan",Jenjang Pendidikan SMA,3.2967
7205,"Kab. Donggala, Sulawesi Tengah",Jenjang Pendidikan SMA,3.2864
3323,"Kab. Temanggung, Jawa Tengah",Jenjang Pendidikan SMA,3.271
1501,"Kab. Kerinci, Jambi",Jenjang Pendidikan SMA,3.2558
3374,"Kota Semarang, Jawa Tengah",Jenjang Pendidikan SMA,3.2542
1504,"Kab. Batang Hari, Jambi",Jenjang Pendidikan SMA,3.2432
3502,"Kab. Ponorogo, Jawa Timur",Jenjang Pendidikan SMA,3.183
1809,"Kab. Pesawaran, Lampung",Jenjang Pendidikan SMA,3.1818
7314,"Kab. Sidenreng Rappang, Sulawesi Selatan",Jenjang Pendidikan SMA,3.1532
1114,"Kab. Aceh Tamiang, Aceh",Jenjang Pendidikan SMA,3.1056
5306,"Kab. Belu, Nusa Tenggara Timur",Jenjang Pendidikan SMA,3.0612
7373,"Kota Palopo, Sulawesi Selatan",Jenjang Pendidikan SMA,3.0612
7306,"Kab. Gowa, Sulawesi Selatan",Jenjang Pendidikan SMA,3.0426
